Id,Label,timeset,latitude,longitude,lonlat
199,,,46.1685884446437,-110.8239740334657,"(-110.8239740334657, 46.1685884446437)"
51,,,33.38356020295685,-116.36036580108892,"(-116.36036580108892, 33.38356020295685)"
21,,,27.95087817995084,-99.60740290355255,"(-99.60740290355255, 27.95087817995084)"
176,,,45.628901465076225,-68.19450987283062,"(-68.19450987283062, 45.628901465076225)"
4445,,,35.95652642242362,-108.65103852086253,"(-108.65103852086253, 35.95652642242362)"
22,,,34.47163499592368,-106.47819603509348,"(-106.47819603509348, 34.47163499592368)"
4446,,,29.549843869055174,-91.09685295128438,"(-91.09685295128438, 29.549843869055174)"
23,,,40.622894455078765,-96.29947691205827,"(-96.29947691205827, 40.622894455078765)"
53,,,35.19710515501934,-118.43336584300367,"(-118.43336584300367, 35.19710515501934)"
24,,,43.597586011248396,-83.3219976082068,"(-83.3219976082068, 43.597586011248396)"
4461,,,42.3095286055466,-75.70200607107469,"(-75.70200607107469, 42.3095286055466)"
58,,,44.48821225976193,-89.45355247809876,"(-89.45355247809876, 44.48821225976193)"
25,,,41.580406441399134,-115.41530377413315,"(-115.41530377413315, 41.580406441399134)"
136,,,44.66237691283678,-109.65694226563937,"(-109.65694226563937, 44.66237691283678)"
26,,,41.23885006830548,-116.2286289238643,"(-116.2286289238643, 41.23885006830548)"
131,,,40.167928191671564,-109.26072640715753,"(-109.26072640715753, 40.167928191671564)"
139,,,43.023979886447094,-104.85985192346466,"(-104.85985192346466, 43.023979886447094)"
203,,,35.55271072098441,-97.51279888018254,"(-97.51279888018254, 35.55271072098441)"
161,,,46.12392877897936,-92.07313846468863,"(-92.07313846468863, 46.12392877897936)"
27,,,41.396854017206486,-110.72024786662725,"(-110.72024786662725, 41.396854017206486)"
166,,,41.648254533068936,-87.46789516847457,"(-87.46789516847457, 41.648254533068936)"
98,,,48.35912458108458,-96.04973460951794,"(-96.04973460951794, 48.35912458108458)"
28,,,42.92123624549398,-90.96712078516684,"(-90.96712078516684, 42.92123624549398)"
160,,,43.5369721081251,-94.19248965841417,"(-94.19248965841417, 43.5369721081251)"
123,,,29.84712006361574,-89.41965598885471,"(-89.41965598885471, 29.84712006361574)"
30,,,34.780000083437905,-100.43677781770482,"(-100.43677781770482, 34.780000083437905)"
140,,,36.662562763436355,-99.5965427846599,"(-99.5965427846599, 36.662562763436355)"
62,,,40.5864662076163,-100.20326097282216,"(-100.20326097282216, 40.5864662076163)"
31,,,34.53181662320035,-82.51419436607671,"(-82.51419436607671, 34.53181662320035)"
104,,,47.1276670497232,-111.81089098984238,"(-111.81089098984238, 47.1276670497232)"
155,,,43.930649494770734,-93.94589998395388,"(-93.94589998395388, 43.930649494770734)"
32,,,29.584744707776725,-95.95926936910355,"(-95.95926936910355, 29.584744707776725)"
174,,,43.26834177053024,-89.30185325311466,"(-89.30185325311466, 43.26834177053024)"
34,,,32.67835696058522,-88.10318407254661,"(-88.10318407254661, 32.67835696058522)"
33,,,39.860643764810426,-99.50626197175572,"(-99.50626197175572, 39.860643764810426)"
35,,,43.0941227284429,-83.1767648638282,"(-83.1767648638282, 43.0941227284429)"
97,,,36.84100308861088,-118.93992377756854,"(-118.93992377756854, 36.84100308861088)"
36,,,35.06879777371001,-110.25388217313133,"(-110.25388217313133, 35.06879777371001)"
69,,,39.043147486573055,-110.48237134849813,"(-110.48237134849813, 39.043147486573055)"
141,,,35.88825376568548,-112.56299456863495,"(-112.56299456863495, 35.88825376568548)"
142,,,39.33841033640212,-100.8737280453046,"(-100.8737280453046, 39.33841033640212)"
37,,,42.817784775635815,-96.62355403028391,"(-96.62355403028391, 42.817784775635815)"
38,,,39.21671684336829,-78.15753354193458,"(-78.15753354193458, 39.21671684336829)"
39,,,47.76862371956608,-104.75454282135475,"(-104.75454282135475, 47.76862371956608)"
47,,,36.42921711456811,-91.26782665429369,"(-91.26782665429369, 36.42921711456811)"
157,,,42.16047614455533,-105.4174244766516,"(-105.4174244766516, 42.16047614455533)"
40,,,44.56846757891406,-98.94301988836335,"(-98.94301988836335, 44.56846757891406)"
202,,,48.94488803102642,-112.73565527428515,"(-112.73565527428515, 48.94488803102642)"
42,,,39.59936226131039,-84.92029309736614,"(-84.92029309736614, 39.59936226131039)"
41,,,39.90345478929211,-76.96611337675785,"(-76.96611337675785, 39.90345478929211)"
167,,,40.92839540340559,-97.76157363453243,"(-97.76157363453243, 40.92839540340559)"
218,,,32.60193394070973,-101.96067746129924,"(-101.96067746129924, 32.60193394070973)"
232,,,41.42480008262464,-94.73210683929372,"(-94.73210683929372, 41.42480008262464)"
181,,,34.35654553176,-79.49778528769562,"(-79.49778528769562, 34.35654553176)"
43,,,43.126103853983366,-106.6148915839605,"(-106.6148915839605, 43.126103853983366)"
163,,,43.308354691100774,-103.04193543479188,"(-103.04193543479188, 43.308354691100774)"
44,,,35.7120419597851,-90.11796320627703,"(-90.11796320627703, 35.7120419597851)"
45,,,44.39052748155158,-90.03569632617962,"(-90.03569632617962, 44.39052748155158)"
46,,,26.212617258493324,-81.62508330019622,"(-81.62508330019622, 26.212617258493324)"
184,,,45.02944105449454,-122.15686841697855,"(-122.15686841697855, 45.02944105449454)"
171,,,46.2748504754135,-123.52019635452037,"(-123.52019635452037, 46.2748504754135)"
48,,,34.142073521478764,-107.92693386453965,"(-107.92693386453965, 34.142073521478764)"
101,,,38.68577991035157,-118.80826703236067,"(-118.80826703236067, 38.68577991035157)"
106,,,35.25020468563615,-118.85823769308877,"(-118.85823769308877, 35.25020468563615)"
4448,,,41.26994423050756,-116.80773509044674,"(-116.80773509044674, 41.26994423050756)"
49,,,38.75034073554313,-95.11779155216053,"(-95.11779155216053, 38.75034073554313)"
194,,,40.93137024821337,-117.16097519488405,"(-117.16097519488405, 40.93137024821337)"
111,,,45.40472021893689,-111.5398660943389,"(-111.5398660943389, 45.40472021893689)"
52,,,33.274439114085276,-112.92868244582513,"(-112.92868244582513, 33.274439114085276)"
119,,,36.03464151903482,-80.53079053779432,"(-80.53079053779432, 36.03464151903482)"
172,,,39.32750896799566,-91.75782228217679,"(-91.75782228217679, 39.32750896799566)"
231,,,44.14832659036851,-115.13955005969555,"(-115.13955005969555, 44.14832659036851)"
109,,,39.02589192590638,-82.63338017405874,"(-82.63338017405874, 39.02589192590638)"
54,,,47.99651165894355,-115.55681998911966,"(-115.55681998911966, 47.99651165894355)"
55,,,45.317206968473414,-67.86382356240229,"(-67.86382356240229, 45.317206968473414)"
107,,,36.64941656294925,-118.09451901197801,"(-118.09451901197801, 36.64941656294925)"
56,,,45.20943309125808,-84.16687321050685,"(-84.16687321050685, 45.20943309125808)"
149,,,36.17000714916135,-93.658820019153,"(-93.658820019153, 36.17000714916135)"
152,,,39.62303888029196,-113.03134283865478,"(-113.03134283865478, 39.62303888029196)"
175,,,40.09346886714135,-83.41818555154055,"(-83.41818555154055, 40.09346886714135)"
198,,,37.42841463888156,-116.02957848472366,"(-116.02957848472366, 37.42841463888156)"
57,,,31.997403550311702,-113.12986942617475,"(-113.12986942617475, 31.997403550311702)"
2562,,,34.64262156109354,-83.06451491439225,"(-83.06451491439225, 34.64262156109354)"
59,,,46.07679552762916,-119.32975579758045,"(-119.32975579758045, 46.07679552762916)"
60,,,41.75875425669865,-86.07627291508707,"(-86.07627291508707, 41.75875425669865)"
154,,,40.840067626520664,-84.52119141234029,"(-84.52119141234029, 40.840067626520664)"
188,,,32.564767470259675,-107.61763348499902,"(-107.61763348499902, 32.564767470259675)"
209,,,48.61193646463117,-119.19421711646392,"(-119.19421711646392, 48.61193646463117)"
68,,,44.435591207896636,-89.44394182225972,"(-89.44394182225972, 44.435591207896636)"
63,,,42.7249035951084,-82.69334848910414,"(-82.69334848910414, 42.7249035951084)"
64,,,37.701659155119344,-77.41656035011657,"(-77.41656035011657, 37.701659155119344)"
65,,,39.56383924184229,-106.39556703892718,"(-106.39556703892718, 39.56383924184229)"
66,,,30.37837754936041,-88.52353754618919,"(-88.52353754618919, 30.37837754936041)"
70,,,41.45971492750552,-94.55085180610732,"(-94.55085180610732, 41.45971492750552)"
67,,,45.92412666292741,-119.28762783714113,"(-119.28762783714113, 45.92412666292741)"
979,,,42.4823178342764,-89.28649815872026,"(-89.28649815872026, 42.4823178342764)"
4893,,,30.527152102695446,-86.6195497222846,"(-86.6195497222846, 30.527152102695446)"
1030,,,47.48335525321206,-118.86636256864988,"(-118.86636256864988, 47.48335525321206)"
1052,,,33.5330196899992,-83.26982658902438,"(-83.26982658902438, 33.5330196899992)"
2344,,,38.22515862422776,-76.44747876361401,"(-76.44747876361401, 38.22515862422776)"
108,,,44.56047851665335,-118.99308222124102,"(-118.99308222124102, 44.56047851665335)"
86,,,33.096198714870596,-96.79081111476978,"(-96.79081111476978, 33.096198714870596)"
71,,,32.11691129917308,-95.13212378059015,"(-95.13212378059015, 32.11691129917308)"
224,,,41.70873004296314,-88.5126287411581,"(-88.5126287411581, 41.70873004296314)"
73,,,41.5384907690658,-122.7567767233565,"(-122.7567767233565, 41.5384907690658)"
72,,,48.822679167918274,-104.91886674848502,"(-104.91886674848502, 48.822679167918274)"
112,,,42.93514415005481,-106.22442728053898,"(-106.22442728053898, 42.93514415005481)"
215,,,35.907119547836196,-100.03176047879958,"(-100.03176047879958, 35.907119547836196)"
91,,,38.317647218069055,-109.4186303671754,"(-109.4186303671754, 38.317647218069055)"
74,,,44.98632313974802,-108.85374090592754,"(-108.85374090592754, 44.98632313974802)"
77,,,37.759774780675755,-107.73821381675269,"(-107.73821381675269, 37.759774780675755)"
76,,,39.71370035482832,-105.56818234716002,"(-105.56818234716002, 39.71370035482832)"
110,,,30.046038095902595,-93.61008013740276,"(-93.61008013740276, 30.046038095902595)"
185,,,46.61798389144817,-121.82408612912032,"(-121.82408612912032, 46.61798389144817)"
170,,,43.02506077302651,-109.19284259613151,"(-109.19284259613151, 43.02506077302651)"
191,,,31.159133893567525,-84.5461994099266,"(-84.5461994099266, 31.159133893567525)"
79,,,39.56416518880073,-93.95711177210735,"(-93.95711177210735, 39.56416518880073)"
78,,,37.61558500535513,-96.51845065127637,"(-96.51845065127637, 37.61558500535513)"
80,,,32.29930960020828,-83.22432153132412,"(-83.22432153132412, 32.29930960020828)"
989,,,42.36981683867081,-89.06817419192288,"(-89.06817419192288, 42.36981683867081)"
82,,,44.80790016182715,-93.16925470281555,"(-93.16925470281555, 44.80790016182715)"
81,,,46.5595836975728,-110.75613893134079,"(-110.75613893134079, 46.5595836975728)"
221,,,33.41964444389958,-86.06989035735438,"(-86.06989035735438, 33.41964444389958)"
84,,,38.89389959875345,-111.96367812916162,"(-111.96367812916162, 38.89389959875345)"
151,,,36.01550237523613,-118.60180449932726,"(-118.60180449932726, 36.01550237523613)"
85,,,46.6624404631866,-107.0946005657418,"(-107.0946005657418, 46.6624404631866)"
87,,,45.672115627229076,-123.08938888987012,"(-123.08938888987012, 45.672115627229076)"
89,,,39.331806451542064,-80.43511600603705,"(-80.43511600603705, 39.331806451542064)"
90,,,46.88016943171047,-120.84445091668505,"(-120.84445091668505, 46.88016943171047)"
178,,,41.935050968567495,-72.5480258996487,"(-72.5480258996487, 41.935050968567495)"
195,,,47.60449259511195,-123.1205879133123,"(-123.1205879133123, 47.60449259511195)"
496,,,29.382201022053874,-91.12116556360532,"(-91.12116556360532, 29.382201022053874)"
92,,,28.095402805646316,-97.40822299596275,"(-97.40822299596275, 28.095402805646316)"
93,,,33.08044802546704,-85.09898839866743,"(-85.09898839866743, 33.08044802546704)"
95,,,37.33461324927765,-79.19707844458725,"(-79.19707844458725, 37.33461324927765)"
129,,,44.01406383699593,-109.60755277291605,"(-109.60755277291605, 44.01406383699593)"
144,,,30.10222536527094,-102.16540130152511,"(-102.16540130152511, 30.10222536527094)"
96,,,40.22018081115917,-76.59604240988904,"(-76.59604240988904, 40.22018081115917)"
148,,,40.93200808989147,-73.94560515283106,"(-73.94560515283106, 40.93200808989147)"
100,,,43.12993788659219,-104.58638233809364,"(-104.58638233809364, 43.12993788659219)"
135,,,33.05478345505673,-112.24029959930672,"(-112.24029959930672, 33.05478345505673)"
99,,,44.5550477026097,-83.71741971534783,"(-83.71741971534783, 44.5550477026097)"
4459,,,37.86226609548595,-77.76796617163879,"(-77.76796617163879, 37.86226609548595)"
210,,,47.069687806984554,-109.13729361948769,"(-109.13729361948769, 47.069687806984554)"
102,,,33.10676500787514,-99.0631604613284,"(-99.0631604613284, 33.10676500787514)"
145,,,34.3252753434471,-98.04518448858133,"(-98.04518448858133, 34.3252753434471)"
103,,,39.55906742508972,-92.10730957065354,"(-92.10730957065354, 39.55906742508972)"
153,,,34.73379092846667,-104.60605492387138,"(-104.60605492387138, 34.73379092846667)"
222,,,48.13413558293062,-103.61652260789356,"(-103.61652260789356, 48.13413558293062)"
105,,,35.1901031861484,-89.44510407746563,"(-89.44510407746563, 35.1901031861484)"
1055,,,46.15141298449206,-102.05843011882236,"(-102.05843011882236, 46.15141298449206)"
186,,,35.59770064333489,-104.0754569432387,"(-104.0754569432387, 35.59770064333489)"
116,,,29.855247398608775,-92.7718101870191,"(-92.7718101870191, 29.855247398608775)"
207,,,46.47483208078235,-96.6484180529404,"(-96.6484180529404, 46.47483208078235)"
4120,,,43.52555565656459,-85.12741687332715,"(-85.12741687332715, 43.52555565656459)"
192,,,38.532683929667826,-75.36368315295616,"(-75.36368315295616, 38.532683929667826)"
204,,,30.68514372414931,-85.54521880105426,"(-85.54521880105426, 30.68514372414931)"
113,,,35.47753020056437,-114.1408791913869,"(-114.1408791913869, 35.47753020056437)"
3770,,,38.71397401684561,-86.94694650116128,"(-86.94694650116128, 38.71397401684561)"
115,,,45.49360817594431,-101.5569070598935,"(-101.5569070598935, 45.49360817594431)"
114,,,43.72519137937793,-118.57459842745838,"(-118.57459842745838, 43.72519137937793)"
117,,,42.502587214201355,-85.61014054640751,"(-85.61014054640751, 42.502587214201355)"
118,,,36.13288243793665,-100.1832276646901,"(-100.1832276646901, 36.13288243793665)"
522,,,43.039594281398784,-96.3426552274963,"(-96.3426552274963, 43.039594281398784)"
122,,,31.370626155721627,-90.12134298824559,"(-90.12134298824559, 31.370626155721627)"
121,,,34.345515280310565,-87.36836276760138,"(-87.36836276760138, 34.345515280310565)"
124,,,36.242159143520865,-91.59211521450395,"(-91.59211521450395, 36.242159143520865)"
173,,,44.59000659715748,-100.31681583118059,"(-100.31681583118059, 44.59000659715748)"
126,,,39.95770924688117,-100.41773739447183,"(-100.41773739447183, 39.95770924688117)"
127,,,39.85957422505335,-94.62666273927951,"(-94.62666273927951, 39.85957422505335)"
128,,,42.20564887337905,-113.64750657074896,"(-113.64750657074896, 42.20564887337905)"
235,,,41.4169182987148,-113.07102061970681,"(-113.07102061970681, 41.4169182987148)"
4112,,,42.73459945329474,-112.41405235498266,"(-112.41405235498266, 42.73459945329474)"
132,,,39.89355483207264,-87.36424160082029,"(-87.36424160082029, 39.89355483207264)"
133,,,42.30082925581132,-96.34232108816217,"(-96.34232108816217, 42.30082925581132)"
134,,,34.78708771143821,-83.59333662379684,"(-83.59333662379684, 34.78708771143821)"
236,,,34.50678638284645,-97.75833799351886,"(-97.75833799351886, 34.50678638284645)"
146,,,35.978180362527524,-100.72505650017906,"(-100.72505650017906, 35.978180362527524)"
223,,,31.75311484033599,-99.72754192583061,"(-99.72754192583061, 31.75311484033599)"
137,,,37.55240244189888,-115.67316264493688,"(-115.67316264493688, 37.55240244189888)"
229,,,48.62013963662666,-114.3483945967701,"(-114.3483945967701, 48.62013963662666)"
138,,,36.50078207518173,-97.43219272231045,"(-97.43219272231045, 36.50078207518173)"
143,,,35.131980988048035,-91.80710538173378,"(-91.80710538173378, 35.131980988048035)"
150,,,40.90140482446931,-91.23399118037524,"(-91.23399118037524, 40.90140482446931)"
4882,,,40.974443556478676,-90.91432045738858,"(-90.91432045738858, 40.974443556478676)"
234,,,36.42911010797335,-109.25796679091727,"(-109.25796679091727, 36.42911010797335)"
196,,,33.37815722580977,-79.66343446872351,"(-79.66343446872351, 33.37815722580977)"
156,,,33.787514285583114,-85.03806628475661,"(-85.03806628475661, 33.787514285583114)"
158,,,45.360835827003115,-99.67287794199396,"(-99.67287794199396, 45.360835827003115)"
159,,,33.49964646015281,-83.08601768063232,"(-83.08601768063232, 33.49964646015281)"
189,,,42.008905419666235,-106.4535393304504,"(-106.4535393304504, 42.008905419666235)"
193,,,47.85581586313552,-119.70156908414205,"(-119.70156908414205, 47.85581586313552)"
162,,,36.6733911733144,-111.02659164439413,"(-111.02659164439413, 36.6733911733144)"
165,,,44.30304459651013,-110.34290409696504,"(-110.34290409696504, 44.30304459651013)"
164,,,38.63509574763095,-100.6034501547332,"(-100.6034501547332, 38.63509574763095)"
168,,,37.77922223803206,-113.7011470110049,"(-113.7011470110049, 37.77922223803206)"
169,,,36.535139176866295,-117.39567826048798,"(-117.39567826048798, 36.535139176866295)"
187,,,41.184487709630574,-82.42643129355005,"(-82.42643129355005, 41.184487709630574)"
227,,,34.890180264973736,-90.73487008872195,"(-90.73487008872195, 34.890180264973736)"
177,,,32.51359469940894,-92.56928975910819,"(-92.56928975910819, 32.51359469940894)"
179,,,38.293559308127406,-89.51624522637587,"(-89.51624522637587, 38.293559308127406)"
180,,,44.39775772734197,-106.29658584937673,"(-106.29658584937673, 44.39775772734197)"
206,,,44.46683478088157,-97.80287527525279,"(-97.80287527525279, 44.46683478088157)"
182,,,35.04512016703866,-104.7060130768301,"(-104.7060130768301, 35.04512016703866)"
183,,,48.81871887301065,-113.69088513032813,"(-113.69088513032813, 48.81871887301065)"
200,,,33.60858285083345,-100.34152812548257,"(-100.34152812548257, 33.60858285083345)"
997,,,47.09999650540438,-69.43511883562044,"(-69.43511883562044, 47.09999650540438)"
228,,,36.29918060492817,-87.05333515299182,"(-87.05333515299182, 36.29918060492817)"
230,,,42.51334119549322,-96.84437140280707,"(-96.84437140280707, 42.51334119549322)"
201,,,40.930091196120564,-116.28822758618189,"(-116.28822758618189, 40.930091196120564)"
197,,,35.791466927503826,-118.59277329389907,"(-118.59277329389907, 35.791466927503826)"
211,,,41.22965501218263,-82.13870935382624,"(-82.13870935382624, 41.22965501218263)"
212,,,48.07321471388351,-108.47502091319132,"(-108.47502091319132, 48.07321471388351)"
213,,,33.623545174481585,-93.1885307207171,"(-93.1885307207171, 33.623545174481585)"
214,,,34.26642242158856,-98.41541481024545,"(-98.41541481024545, 34.26642242158856)"
499,,,37.402518941269456,-121.30812044702085,"(-121.30812044702085, 37.402518941269456)"
225,,,46.836313232034676,-101.59188512608686,"(-101.59188512608686, 46.836313232034676)"
216,,,35.75318920301854,-93.1930966068373,"(-93.1930966068373, 35.75318920301854)"
217,,,38.924583026016414,-84.57678853336284,"(-84.57678853336284, 38.924583026016414)"
219,,,47.86552926557871,-98.5336421439721,"(-98.5336421439721, 47.86552926557871)"
220,,,43.10951236033866,-123.77042373803467,"(-123.77042373803467, 43.10951236033866)"
226,,,44.60537147685456,-112.12165276270649,"(-112.12165276270649, 44.60537147685456)"
233,,,36.47883203425108,-112.56220836670626,"(-112.56220836670626, 36.47883203425108)"
237,,,31.807847747513094,-91.9708796494159,"(-91.9708796494159, 31.807847747513094)"
252,,,36.49946190593448,-121.53134239108397,"(-121.53134239108397, 36.49946190593448)"
238,,,36.04211648056275,-120.7044886551551,"(-120.7044886551551, 36.04211648056275)"
318,,,26.94907299809583,-81.46177042777211,"(-81.46177042777211, 26.94907299809583)"
4423,,,40.23501286071691,-113.24899002891871,"(-113.24899002891871, 40.23501286071691)"
240,,,34.387890899670424,-93.09459708834876,"(-93.09459708834876, 34.387890899670424)"
239,,,34.7144648786913,-104.44446692637558,"(-104.44446692637558, 34.7144648786913)"
333,,,32.615536478663294,-104.83115851234047,"(-104.83115851234047, 32.615536478663294)"
354,,,33.77763064615273,-100.4342826686163,"(-100.4342826686163, 33.77763064615273)"
316,,,35.382659789864256,-77.59588086783015,"(-77.59588086783015, 35.382659789864256)"
327,,,38.54932035440657,-95.01772925232873,"(-95.01772925232873, 38.54932035440657)"
337,,,34.832634810526514,-83.98903048599432,"(-83.98903048599432, 34.832634810526514)"
242,,,42.687153017938655,-109.24901008873294,"(-109.24901008873294, 42.687153017938655)"
241,,,42.73239397017156,-78.09778842221363,"(-78.09778842221363, 42.73239397017156)"
351,,,33.73083037416793,-115.15980319940617,"(-115.15980319940617, 33.73083037416793)"
284,,,41.46288677213232,-119.94822254905527,"(-119.94822254905527, 41.46288677213232)"
363,,,35.42476556045685,-101.39015335214063,"(-101.39015335214063, 35.42476556045685)"
364,,,39.59297456252247,-105.39665546120072,"(-105.39665546120072, 39.59297456252247)"
365,,,43.12729496862839,-123.71572843202834,"(-123.71572843202834, 43.12729496862839)"
366,,,32.55176026120293,-87.84602109673273,"(-87.84602109673273, 32.55176026120293)"
342,,,45.8250786511206,-111.45991552642802,"(-111.45991552642802, 45.8250786511206)"
243,,,36.45209382478541,-105.13881567229758,"(-105.13881567229758, 36.45209382478541)"
355,,,28.55362480248113,-99.87790127077668,"(-99.87790127077668, 28.55362480248113)"
335,,,40.66470367797914,-84.9291772858328,"(-84.9291772858328, 40.66470367797914)"
244,,,35.91006752015564,-111.94494179970515,"(-111.94494179970515, 35.91006752015564)"
361,,,43.45279217831498,-103.3081168378758,"(-103.3081168378758, 43.45279217831498)"
247,,,38.35096831796623,-115.57417716355087,"(-115.57417716355087, 38.35096831796623)"
245,,,42.87589950811031,-105.26522403773247,"(-105.26522403773247, 42.87589950811031)"
246,,,39.40547605680056,-74.53347389215998,"(-74.53347389215998, 39.40547605680056)"
257,,,46.38554109961484,-92.4149183234815,"(-92.4149183234815, 46.38554109961484)"
298,,,48.24974773508782,-105.63344337029346,"(-105.63344337029346, 48.24974773508782)"
371,,,33.570189840887096,-91.59211840143934,"(-91.59211840143934, 33.570189840887096)"
378,,,38.599049551105814,-101.56168592556966,"(-101.56168592556966, 38.599049551105814)"
330,,,41.613839111313965,-104.65280593722842,"(-104.65280593722842, 41.613839111313965)"
250,,,33.275239040431224,-88.27185509678341,"(-88.27185509678341, 33.275239040431224)"
248,,,40.95807124362694,-119.0849594789333,"(-119.0849594789333, 40.95807124362694)"
249,,,31.820518947555257,-94.91581246401978,"(-94.91581246401978, 31.820518947555257)"
280,,,44.73023639011943,-97.53104707070923,"(-97.53104707070923, 44.73023639011943)"
305,,,40.4482990003123,-123.74943229117463,"(-123.74943229117463, 40.4482990003123)"
312,,,43.69754944845899,-112.60517847513518,"(-112.60517847513518, 43.69754944845899)"
313,,,44.136613015869855,-70.54082109195016,"(-70.54082109195016, 44.136613015869855)"
360,,,34.32704499023705,-89.08679054366354,"(-89.08679054366354, 34.32704499023705)"
251,,,33.014363553412544,-101.40099656284222,"(-101.40099656284222, 33.014363553412544)"
289,,,34.61384372355535,-103.634552995289,"(-103.634552995289, 34.61384372355535)"
319,,,32.07399112388531,-94.38324113294277,"(-94.38324113294277, 32.07399112388531)"
367,,,31.50654846846473,-89.31548396707518,"(-89.31548396707518, 31.50654846846473)"
370,,,41.216590557563684,-80.99015199461553,"(-80.99015199461553, 41.216590557563684)"
253,,,41.793956822982764,-78.20409972133785,"(-78.20409972133785, 41.793956822982764)"
322,,,41.816002682843596,-117.95000090110004,"(-117.95000090110004, 41.816002682843596)"
376,,,41.41230571900447,-92.72601551438665,"(-92.72601551438665, 41.41230571900447)"
4362,,,45.285728595439735,-119.871487835063,"(-119.871487835063, 45.285728595439735)"
255,,,32.962460774181494,-92.99344729372098,"(-92.99344729372098, 32.962460774181494)"
254,,,37.16152555671794,-98.40522076082571,"(-98.40522076082571, 37.16152555671794)"
329,,,41.33678036103284,-123.50702614204775,"(-123.50702614204775, 41.33678036103284)"
285,,,41.7112051180807,-114.49787694154627,"(-114.49787694154627, 41.7112051180807)"
299,,,38.183047183035505,-77.6639369667037,"(-77.6639369667037, 38.183047183035505)"
259,,,40.200440176556924,-121.21846047640338,"(-121.21846047640338, 40.200440176556924)"
256,,,40.33808442930355,-108.68936759417038,"(-108.68936759417038, 40.33808442930355)"
310,,,45.48022534728122,-117.97771371119904,"(-117.97771371119904, 45.48022534728122)"
368,,,36.076509513072274,-112.33899101322606,"(-112.33899101322606, 36.076509513072274)"
381,,,44.7976018154622,-91.3629602653735,"(-91.3629602653735, 44.7976018154622)"
